Arquivo Brasileiro de Medicina Veterinária e Zootecnia,http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-0935&lng=en&nrm=iso,https://doaj.org/toc/8a9f3df2cf1549fbacdbbf7ff2c3dba2,1999,Brazilian Journal of Veterinary and Animal Sciences,0102-0935,1678-4162,"agricultural sciences, veterinary medicine, animal science","English, Portuguese",Universidade Federal de Minas Gerais,Brazil,"Universidade Federal de Minas Gerais, Escola de Veterinária",,CC BY,,http://www.scielo.br/revistas/abmvz/isubscrp.htm,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000400984&lng=pt&nrm=iso&tlng=pt,No,,Peer review,http://www.scielo.br/revistas/abmvz/iinstruc.htm,No,http://www.scielo.br/revistas/abmvz/iinstruc.htm,http://www.scielo.br/revistas/abmvz/iaboutj.htm,http://www.scielo.br/revistas/abmvz/iedboard.htm,http://www.scielo.br/revistas/abmvz/iinstruc.htm,26,Yes,http://www.scielo.br/revistas/abmvz/iinstruc.htm,800 USD,No,,Yes,http://www.scielo.br/revistas/abmvz/iinstruc.htm#008,,,http://www.scielo.br/revistas/abmvz/iinstruc.htm,,,DOI,,,Yes,http://www.scielo.br/revistas/abmvz/isubscrp.htm,,,SF1-1100,Agriculture: Animal culture,No,2004-04-23T21:31:00Z,2020-04-10T14:39:18Z,4943,2023-02-14T07:31:43Z
Revista Brasileira de Estudos de População,http://www.scielo.br/scielo.php/script_sci_serial/pid_0102-3098/lng_en/nrm_iso,https://doaj.org/toc/50c26a18d53a46a586a178b71185122f,2005,,0102-3098,1980-5519,"demography, population studies","English, Portuguese, Spanish",Associação Brasileira de Estudos Populacionais,Brazil,,,CC BY-NC,,http://www.scielo.br/revistas/rbepop/iaboutj.htm,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982015000100049&lng=en&nrm=iso&tlng=es,No,,Double blind peer review,http://www.scielo.br/revistas/rbepop/iinstruc.htm,Yes,http://www.scielo.br/revistas/rbepop/iinstruc.htm,http://www.scielo.br/scielo.php/script_sci_serial/pid_0102-3098/lng_en/nrm_iso,http://www.scielo.br/revistas/rbepop/iedboard.htm,http://www.scielo.br/revistas/rbepop/iinstruc.htm,13,No,http://www.scielo.br/revistas/rbepop/iinstruc.htm,,No,,No,,,,,,,,Yes,No,Yes,http://www.scielo.br/revistas/rbepop/isubscrp.htm,,,HB848-3697,Social Sciences: Economic theory. Demography: Demography. Population. Vital events,No,2006-09-14T16:22:05Z,2021-03-05T11:31:26Z,598,2022-11-22T07:36:29Z
Cadernos de Saúde Pública,http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-311X&lng=en&nrm=iso,https://doaj.org/toc/bbc7dab1c6b84b3ba409aace49c16eaf,1999,CSP,0102-311X,1678-4464,"biological sciences, health sciences","Spanish, Portuguese, English","Escola Nacional de Saúde Pública, Fundação Oswaldo Cruz",Brazil,,,CC BY,,http://www.scielo.br/revistas/csp/iaboutj.htm,,,Yes,http://www.scielo.br/revistas/csp/iinstruc.htm,Peer review,http://www.scielo.br/revistas/csp/iinstruc.htm,No,,http://www.scielo.br/revistas/csp/iaboutj.htm,http://www.scielo.br/revistas/csp/iedboard.htm,http://www.scielo.br/revistas/csp/iinstruc.htm,17,No,http://www.scielo.br/revistas/csp/iinstruc.htm,,No,,No,,,,,Sherpa/Romeo,,DOI,No,No,Yes,http://www.scielo.br/revistas/csp/isubscrp.htm,,,R|RA1-1270,Medicine: Public aspects of medicine,No,2004-04-23T21:31:00Z,2022-02-16T20:27:40Z,13286,2023-02-21T07:34:08Z
Acta Botânica Brasílica,https://www.scielo.br/j/abb/,https://doaj.org/toc/ec02cdfe6de44d4d98be2927640245c8,1987,,0102-3306,1677-941X,"biological sciences, floristics, biology",English,Sociedade Botânica do Brasil,Brazil,"Sociedade Botânica do Brasil, SBB",,CC BY,,http://www.scielo.br/revistas/abb/iaboutj.htm,,,No,https://www.scielo.br/journal/abb/about/#about,Peer review,http://www.scielo.br/revistas/abb/iinstruc.htm,No,,http://www.scielo.br/revistas/abb/iaboutj.htm,http://www.scielo.br/revistas/abb/iedboard.htm,http://www.scielo.br/revistas/abb/iinstruc.htm,18,No,http://www.scielo.br/revistas/abb/iinstruc.htm#001,,No,,No,,,,,,,DOI,No,No,Yes,http://www.scielo.br/revistas/abb/iinstruc.htm,,,QK1-989,Science: Botany,No,2004-04-23T21:31:00Z,2022-02-17T09:24:28Z,2274,2023-03-07T07:31:58Z
Revista Brasileira de Ortopedia,https://www.scielo.br/j/rbort/,https://doaj.org/toc/dd3143fe63e1421fa8d27092fa1fcf6b,2007,,0102-3616,1982-4378,orthopedics,"English, Portuguese, Spanish",Sociedade Brasileira de Ortopedia e Traumatologia,Brazil,,,CC BY-NC-ND,,https://www.scielo.br/journal/rbort/about/#about,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500509&lng=en&nrm=iso&tlng=pt,No,https://www.scielo.br/journal/rbort/about/#instructions,Double blind peer review,https://www.scielo.br/journal/rbort/about/#instructions,No,,https://www.scielo.br/journal/rbort/about/#about,https://www.scielo.br/journal/rbort/about/#editors,https://www.scielo.br/journal/rbort/about/#instructions,21,No,https://www.scielo.br/journal/rbort/about/#instructions,,No,,No,,,,,,,DOI,Yes,No,Yes,https://www.scielo.br/journal/rbort/about/,,,R|RD701-811,Medicine: Surgery: Orthopedic surgery,No,2007-11-15T10:55:28Z,2022-05-04T10:55:24Z,1769,2022-11-22T07:36:37Z
Psicologia: Teoria e Pesquisa,https://www.scielo.br/j/ptp/,https://doaj.org/toc/3931a595334945cf8e81c0d7082015dc,2000,,0102-3772,1806-3446,human sciences,"Spanish, Portuguese, English",Universidade de Brasília,Brazil,,,CC BY-NC,,https://www.scielo.br/journal/ptp/about/#about,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722014000400003&lng=en&nrm=iso&tlng=pt,No,http://www.scielo.br/revistas/ptp/iaboutj.htm,Peer review,http://www.scielo.br/revistas/ptp/iinstruc.htm,Yes,http://www.scielo.br/revistas/ptp/iinstruc.htm,http://www.scielo.br/revistas/ptp/iinstruc.htm,http://www.scielo.br/revistas/ptp/iedboard.htm,http://www.scielo.br/revistas/ptp/iinstruc.htm,48,No,https://www.scielo.br/journal/ptp/about/#about,,No,,No,,,,,,,DOI,No,No,Yes,http://www.scielo.br/revistas/ptp/isubscrp.htm,,,BF1-990,Philosophy. Psychology. Religion: Psychology,No,2004-04-23T21:31:01Z,2022-05-03T12:13:18Z,1590,2022-11-08T07:35:17Z
DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada,http://www.scielo.br/scielo.php?pid=0102-4450&script=sci_serial,https://doaj.org/toc/d57559a28dcf4cfa91fffca4f4b47f31,1997,DELTA,0102-4450,1678-460X,"linguistics, letters and arts","English, French, Italian, Portuguese, Spanish",Pontifícia Universidade Católica de São Paulo,Brazil,,,CC BY,,http://www.scielo.br/revistas/delta/iaboutj.htm,,,Yes,https://www.scielo.br/journal/delta/about/,Editorial review,http://www.scielo.br/revistas/delta/iinstruc.htm,No,,http://www.scielo.br/revistas/delta/iaboutj.htm,http://www.scielo.br/revistas/delta/iedboard.htm,http://www.scielo.br/revistas/delta/iinstruc.htm,52,No,http://www.scielo.br/revistas/delta/iinstruc.htm,,No,,No,,,,,,,DOI,No,No,Yes,http://www.scielo.br/revistas/delta/isubscrp.htm,,,P1-1091,Language and Literature: Philology. Linguistics,No,2004-04-23T21:31:00Z,2022-04-14T14:14:07Z,1039,2023-01-31T07:32:03Z
Educação em Revista,http://www.scielo.br/scielo.php?script=sci_serial&lng=pt&pid=0102-4698&nrm=iso,https://doaj.org/toc/63ac9d81d57148d7b4db0a87384f72d6,2007,,0102-4698,1982-6621,teaching,English,Universidade Federal de Minas Gerais,Brazil,,,CC BY-NC,,http://www.scielo.br/scielo.php?script=sci_serial&lng=pt&pid=0102-4698&nrm=iso,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982015000200061&lng=en&nrm=iso&tlng=pt,No,,Double blind peer review,http://www.scielo.br/revistas/edur/iinstruc.htm,No,,http://www.scielo.br/revistas/edur/iaboutj.htm,http://www.scielo.br/revistas/edur/iedboard.htm,http://www.scielo.br/revistas/edur/iinstruc.htm,37,No,http://www.scielo.br/revistas/edur/iinstruc.htm#02,,No,,No,,,,,,,DOI,,,Yes,http://www.scielo.br/revistas/edur/isubscrp.htm,,,L7-991,Education: Education (General),No,2008-02-11T12:13:22Z,2022-02-28T19:46:33Z,1110,2023-02-28T07:32:59Z
Lua Nova: Revista de Cultura e Política,http://www.scielo.br/scielo.php?script=sci_serial&lng=en&pid=0102-6445&nrm=iso,https://doaj.org/toc/5ad44c4521a44d19b39a58849c8117fa,1988,,0102-6445,,"democracy, citizenship, rights",Portuguese,"Centro de Estudos de Cultura Contemporânea, CEDEC",Brazil,,,CC BY,,http://www.scielo.br/revistas/ln/iaboutj.htm,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64452014000300002&lng=en&nrm=iso&tlng=pt,No,,Blind peer review,http://www.scielo.br/revistas/ln/iinstruc.htm,No,,http://www.scielo.br/revistas/ln/iaboutj.htm,http://www.scielo.br/revistas/ln/iedboard.htm,http://www.scielo.br/revistas/ln/iinstruc.htm,20,No,http://www.scielo.br/revistas/ln/iinstruc.htm,,No,,No,http://www.scielo.br/revistas/ln/iinstruc.htm,,,,,,DOI,,,Yes,http://www.scielo.br/revistas/ln/isubscrp.htm,,,JA1-92|HM401-1281,Political science: Political science (General) | Social Sciences: Sociology (General),No,2004-04-06T09:28:32Z,2017-01-04T10:20:17Z,1233,2022-09-06T07:36:02Z
ABCD: Arquivos Brasileiros de Cirurgia Digestiva,http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-6720&lng=en&nrm=iso,https://doaj.org/toc/d298793b9f184a23929b38d4bf66bd43,2017,Brazilian Archives of Digestive Surgery,0102-6720,,"gastroenterology, digestive system diseases, intestinal diseases","English, Portuguese",Colégio Brasileiro de Cirurgia Digestiva,Brazil,,,CC BY,,http://www.scielo.br/revistas/abcd/iaboutj.htm,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202015000300163&lng=en&nrm=iso&tlng=en,No,,Peer review,http://www.scielo.br/revistas/abcd/iinstruc.htm,No,,http://www.scielo.br/revistas/abcd/iaboutj.htm,http://www.scielo.br/revistas/abcd/iedboard.htm,http://www.scielo.br/revistas/abcd/iinstruc.htm,16,No,http://www.scielo.br/revistas/abcd/iinstruc.htm#003,,No,,No,http://www.scielo.br/revistas/abcd/iinstruc.htm#003,,,http://www.scielo.br/revistas/abcd/iinstruc.htm,,,DOI,,,Yes,http://www.scielo.br/revistas/abcd/isubscrp.htm,,,RD1-811|RC799-869,Medicine: Surgery | Medicine: Internal medicine: Specialties of internal medicine: Diseases of the digestive system. Gastroenterology,No,2012-05-03T07:35:02Z,2017-06-16T11:40:39Z,1223,2023-01-17T07:31:51Z
Revista Gaúcha de Enfermagem,https://www.scielo.br/j/rgenf/,https://doaj.org/toc/307a3c356d1b45f09dd38aade3c0d662,2009,Revista Gaucha de Enfermagem,0102-6933,1983-1447,nursing,"English, Portuguese, Spanish",Universidade Federal do Rio Grande do Sul,Brazil,,,CC BY-NC,,https://www.scielo.br/journal/rgenf/about/,Yes,https://www.scielo.br/j/rgenf/a/XnMwKfZZMxGs9TgJYGdDNCH/?lang=en,No,https://www.scielo.br/journal/rgenf/about/#instructions,Peer review,https://www.scielo.br/journal/rgenf/about/#instructions,No,,https://www.scielo.br/journal/rgenf/about/#about,https://www.scielo.br/journal/rgenf/about/#editors,https://www.scielo.br/journal/rgenf/about/#instructions,16,Yes,https://www.scielo.br/journal/rgenf/about/#instructions,1000 BRL,No,,Yes,https://www.scielo.br/journal/rgenf/about/#instructions,Cariniana Network,,https://portal.issn.org/resource/ISSN/1983-1447,,,DOI,Yes,No,Yes,https://www.scielo.br/journal/rgenf/about/,,,RT1-120,Medicine: Nursing,No,2011-04-29T11:11:04Z,2022-05-10T08:15:02Z,1473,2023-03-07T07:31:00Z
Sociedade e Estado,http://www.scielo.br/se,https://doaj.org/toc/3108687f4b9d442682303d12b2a83207,2000,Sociedade & Estado,0102-6992,1980-5462,"social sciences, social movements, social conditions, politics, sociology","English, Portuguese, Spanish",Universidade de Brasília,Brazil,,,CC BY-NC,,http://www.scielo.br/scielo.php/script_sci_serial/pid_0102-6992/lng_en/nrm_iso,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69922015000200313&lng=en&nrm=iso&tlng=pt,No,,Peer review,http://www.scielo.br/revistas/se/iinstruc.htm,No,,http://www.scielo.br/revistas/se/iinstruc.htm,http://www.scielo.br/revistas/se/iedboard.htm,http://www.scielo.br/revistas/se/iinstruc.htm,13,No,http://www.scielo.br/revistas/se/iinstruc.htm#003,,No,,No,http://www.scielo.br/revistas/se/iinstruc.htm#003,,,http://www.scielo.br/revistas/se/iinstruc.htm,,,,,,Yes,http://www.scielo.br/revistas/se/isubscrp.htm,,,H1-99,Social Sciences: Social sciences (General),No,2006-10-26T16:23:21Z,2018-08-27T19:07:08Z,1045,2022-12-20T07:37:13Z
Brazilian Journal of Cardiovascular Surgery,https://www.scielo.br/j/rbccv/,https://doaj.org/toc/4afaf0339cfa413990c6a679a10ce019,2005,Revista Brasileira de Cirurgia Cardiovascular,0102-7638,1678-9741,cardiovascular surgery,English,Sociedade Brasileira de Cirurgia Cardiovascular,Brazil,Sociedade Brasileira de Cirurgia Cardiovascular,,CC BY,,https://www.scielo.br/journal/rbccv/about/,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382015000100005&lng=en&nrm=iso&tlng=en,Yes,https://www.scielo.br/journal/rbccv/about/#instructions,Double blind peer review,https://www.scielo.br/journal/rbccv/about/#instructions,No,,https://www.scielo.br/journal/rbccv/about/#instructions,http://www.scielo.br/revistas/rbccv/iedboard.htm,https://www.scielo.br/journal/rbccv/about/#instructions,20,No,https://www.scielo.br/journal/rbccv/about/#instructions,,No,,No,,,,,,,DOI,,,Yes,https://www.scielo.br/journal/rbccv/about/,,,RD1-811|RC666-701,Medicine: Surgery | Medicine: Internal medicine: Specialties of internal medicine: Diseases of the circulatory (Cardiovascular) system,No,2004-04-23T21:31:01Z,2022-05-18T09:03:05Z,2884,2023-01-24T07:31:53Z
Revista Brasileira de Meteorologia,https://www.scielo.br/j/rbmet/,https://doaj.org/toc/63531f370af54fa7b83a3ecc82e8454c,2007,,0102-7786,1982-4351,"climatology, synoptic, hydrometeorology, remote sensing of the atmosphere, atmospheric modeling, climatic modeling","English, Portuguese",Sociedade Brasileira de Meteorologia,Brazil,Sociedade Brasileira de Meteorologia,Brazil,CC BY,,https://www.scielo.br/journal/rbmet/about/,Yes,https://www.scielo.br/j/rbmet/a/KwJTbthjhZzhrf39p7bFpHK/?lang=pt,Yes,https://www.scielo.br/journal/rbmet/about/#instructions,Peer review,https://www.scielo.br/journal/rbmet/about/#instructions,No,,https://www.scielo.br/journal/rbmet/about/#about,https://www.scielo.br/journal/rbmet/about/#editors,https://www.scielo.br/journal/rbmet/about/#instructions,16,Yes,https://www.scielo.br/journal/rbmet/about/#instructions,300 BRL,No,,No,,Cariniana Network,,https://portal.issn.org/resource/ISSN/1982-4351,,,DOI,No,No,Yes,https://www.scielo.br/journal/rbmet/about/#about,,,QC851-999,Science: Physics: Meteorology. Climatology,No,2008-05-30T14:46:31Z,2022-08-16T10:55:37Z,833,2023-03-07T07:32:08Z
Contexto Internacional,https://www.scielo.br/j/cint/,https://doaj.org/toc/2e3ae54a3b3d46d1bebeae829d8aa9cd,2006,,0102-8529,1982-0240,international relations,"Spanish, Portuguese, French",Pontifícia Universidade Católica do Rio de Janeiro,Brazil,,,CC BY-NC,,http://www.scielo.br/revistas/cint/iaboutj.htm,Yes,https://www.scielo.br/j/cint/a/dMc5JBhCCjt8RvKB64Jrt4D/?format=pdf&lang=en,No,https://www.scielo.br/journal/cint/about/#instructions,Double blind peer review,https://www.scielo.br/journal/cint/about/#instructions,No,,https://www.scielo.br/journal/cint/about/#about,http://www.scielo.br/revistas/cint/iedboard.htm,https://www.scielo.br/journal/cint/about/#instructions,8,No,https://www.scielo.br/journal/cint/about/#instructions,,No,,No,,,,,,,DOI,Yes,No,Yes,http://www.scielo.br/revistas/cint/isubscrp.htm,,,JZ2-6530,Political science: International relations,No,2007-11-15T12:45:41Z,2022-03-04T08:23:40Z,456,2022-11-22T07:32:30Z
Acta Cirúrgica Brasileira,https://www.scielo.br/j/acb/,https://doaj.org/toc/5dd7a93da5c04e15a851fdf443e6e48e,1997,,0102-8650,1678-2674,"health sciences, surgery, laser therapy",English,Sociedade Brasileira para o Desenvolvimento da Pesquisa em Cirurgia,Brazil,Sociedade Brasileira para o Desenvolvimento da Pesquisa em Cirurgia-SOBRADPEC,Brazil,CC BY,,https://www.scielo.br/journal/acb/about/#about,Yes,https://www.scielo.br/j/acb/a/nzZMdYkNChS5qncW6nLymwp/?format=pdf&lang=en,No,https://www.scielo.br/journal/acb/about/#instructions,Peer review,https://www.scielo.br/journal/acb/about/#instructions,No,,https://www.scielo.br/journal/acb/about/#about,http://www.scielo.br/revistas/acb/iedboard.htm,https://www.scielo.br/journal/acb/about/#editors,5,Yes,https://www.scielo.br/journal/acb/about/#instructions,1500 USD; 1500 BRL,No,,No,,,,,Publisher's own site,https://www.scielo.br/journal/acb/about/#about,DOI,Yes,No,Yes,http://www.scielo.br/revistas/acb/isubscrp.htm,,,RD1-811,Medicine: Surgery,No,2004-04-23T21:31:00Z,2022-04-28T12:16:59Z,2949,2023-03-07T07:33:24Z
Saúde em Debate,http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-1104&lng=en&nrm=iso,https://doaj.org/toc/c6bdce1840534e28b266c9e315059fda,2012,,0103-1104,2358-2898,"public health, program evaluation, policy, planning, management","Spanish, Portuguese, English",Centro Brasileiro de Estudos de Saúde,Brazil,,,CC BY,,http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-1104&lng=en&nrm=iso,,,No,https://www.scielo.br/journal/sdeb/about/#instructions,Double blind peer review,http://www.scielo.br/revistas/sdeb/iaboutj.htm,Yes,http://www.scielo.br/revistas/sdeb/iinstruc.htm,http://www.scielo.br/revistas/sdeb/iinstruc.htm,http://www.scielo.br/revistas/sdeb/iedboard.htm,http://www.scielo.br/revistas/sdeb/iinstruc.htm,12,No,http://www.scielo.br/revistas/sdeb/iinstruc.htm,,No,,No,,,,,,,,No,No,Yes,http://www.scielo.br/revistas/sdeb/isubscrp.htm,,,RA1-1270,Medicine: Public aspects of medicine,No,2016-11-21T15:42:45Z,2022-03-31T11:11:32Z,1736,2023-03-07T07:33:01Z
Estudos de Psicologia (Campinas),http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-166X&lng=en&nrm=iso,https://doaj.org/toc/95fa0c6da9914b6383f67ae4ca006009,2007,,0103-166X,1982-0275,"psychological assessment, psychology","English, French, Portuguese, Spanish",Pontifícia Universidade Católica de Campinas,Brazil,Programa de Pós-Graduação em Psicologia,,CC BY,,http://www.scielo.br/revistas/estpsi/iaboutj.htm,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2015000300371&lng=en&nrm=iso&tlng=pt,No,,Blind peer review,http://www.scielo.br/revistas/estpsi/iinstruc.htm,Yes,http://www.scielo.br/revistas/estpsi/iinstruc.htm,http://www.scielo.br/revistas/estpsi/iaboutj.htm,http://www.scielo.br/revistas/estpsi/iedboard.htm,http://www.scielo.br/revistas/estpsi/iinstruc.htm,13,No,http://www.scielo.br/revistas/estpsi/iaboutj.htm,,No,,No,http://www.scielo.br/revistas/estpsi/iaboutj.htm,,,,,,DOI,,,Yes,http://www.scielo.br/revistas/estpsi/iaboutj.htm,,,BF1-990,Philosophy. Psychology. Religion: Psychology,No,2015-10-06T20:36:08Z,2020-02-24T15:00:52Z,1209,2022-11-08T07:35:12Z
Revista de Economia e Sociologia Rural,http://www.scielo.br/resr,https://doaj.org/toc/e8d9a71640aa4cbea9014bffb1c3d541,2002,,0103-2003,1806-9479,agricultural sciences,"English, Portuguese",Sociedade Brasileira de Economia e Sociologia Rural,Brazil,,,CC BY,,http://www.scielo.br/revistas/resr/isubscrp.htm,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032015000600009&lng=en&nrm=iso&tlng=pt,No,,Blind peer review,http://www.scielo.br/revistas/resr/iinstruc.htm,No,,http://www.scielo.br/revistas/resr/iaboutj.htm,http://www.scielo.br/revistas/resr/iedboard.htm,http://www.scielo.br/revistas/resr/iinstruc.htm,21,Yes,http://www.scielo.br/revistas/resr/iinstruc.htm,600 BRL,No,,No,http://www.scielo.br/revistas/resr/iinstruc.htm,,,,,,,,,Yes,http://www.scielo.br/revistas/resr/isubscrp.htm,,,S1-972,Agriculture: Agriculture (General),No,2004-04-23T21:31:01Z,2019-09-25T14:12:26Z,990,2023-02-28T07:32:51Z
Tempo Social,http://www.scielo.br/ts,https://doaj.org/toc/69bdc0a083d04975887e900d33c16554,1999,,0103-2070,1809-4554,"sociology, sociological theory",Portuguese,Universidade de Sâo Paulo,Brazil,,,CC BY-NC,,http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-2070&lng=en&nrm=iso,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20702014000100003&lng=en&nrm=iso&tlng=pt,No,,Blind peer review,http://www.scielo.br/revistas/ts/iinstruc.htm,No,,http://www.scielo.br/revistas/ts/iinstruc.htm,http://www.scielo.br/revistas/ts/iedboard.htm,http://www.scielo.br/revistas/ts/iinstruc.htm,42,No,http://www.scielo.br/revistas/ts/iinstruc.htm#001,,No,,No,,,,,,,DOI,,,Yes,http://www.scielo.br/revistas/ts/isubscrp.htm,,,HM401-1281,Social Sciences: Sociology (General),No,2005-10-07T11:20:26Z,2022-02-28T19:25:32Z,1030,2022-09-27T07:33:23Z
Revista Brasileira de Ciência Política,http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-3352&lng=en&nrm=iso,https://doaj.org/toc/493769bf1d7c41eeb33dbd59170526a8,2012,,0103-3352,2178-4884,"political science, politics",Portuguese,Instituto de Ciência Política da Universidade de Brasília,Brazil,,,CC BY-NC,,http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-3352&lng=en&nrm=iso,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522015000400081&lng=en&nrm=iso&tlng=pt,No,,Blind peer review,http://www.scielo.br/revistas/rbcpol/iinstruc.htm,No,,http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-3352&lng=en&nrm=iso,http://www.scielo.br/revistas/rbcpol/iedboard.htm,http://www.scielo.br/revistas/rbcpol/iinstruc.htm,16,No,http://www.scielo.br/revistas/rbcpol/iinstruc.htm,,No,,No,http://www.scielo.br/revistas/rbcpol/iinstruc.htm,,,http://periodicos.unb.br/index.php/rbcp/about/editorialPolicies#archiving,,,DOI,,,Yes,http://www.scielo.br/revistas/rbcpol/isubscrp.htm,,,JA1-92,Political science: Political science (General),No,2017-01-19T12:42:24Z,2017-01-19T12:42:24Z,0,
Transinformação,http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-3786&lng=en&nrm=iso,https://doaj.org/toc/8809cd54f6cc49d58da0228704183fa9,2000,,0103-3786,2318-0889,"bibliometry, scientific production, information science, library science, archival science","Spanish, Portuguese, English",Pontificia Universidade Católica de Campinas,Brazil,PUC-Campinas,,CC BY,,http://www.scielo.br/revistas/tinf/iaboutj.htm,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862016000200143&lng=en&nrm=iso&tlng=en,No,,Double blind peer review,http://www.scielo.br/revistas/tinf/iinstruc.htm,No,,http://www.scielo.br/revistas/tinf/iaboutj.htm,http://www.scielo.br/revistas/tinf/iedboard.htm,http://www.scielo.br/revistas/tinf/iinstruc.htm,36,No,http://www.scielo.br/revistas/tinf/iinstruc.htm,,No,,No,,,,,,,DOI,,,Yes,http://www.scielo.br/revistas/tinf/isubscrp.htm,,,AM1-501|Z,General Works: Museums. Collectors and collecting | Bibliography. Library science. Information resources,No,2016-11-01T09:33:52Z,2022-03-31T10:57:02Z,553,2022-11-29T07:37:21Z
Estudos Avançados,http://www.scielo.br/scielo.php?pid=0103-4014&script=sci_serial,https://doaj.org/toc/1ba24e9f829a4991913799bce431cd58,1987,,0103-4014,1806-9592,humanities,"Spanish, Portuguese",Universidade de São Paulo,Brazil,,,CC BY-NC,,http://www.scielo.br/revistas/ea/iaboutj.htm,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142015000200043&lng=en&nrm=iso&tlng=pt,Yes,https://www.scielo.br/journal/ea/about/,Double blind peer review,http://www.scielo.br/revistas/ea/iinstruc.htm,No,,http://www.scielo.br/revistas/ea/iaboutj.htm,http://www.scielo.br/revistas/ea/iedboard.htm,http://www.scielo.br/revistas/ea/iinstruc.htm,3,No,http://www.scielo.br/revistas/ea/iinstruc.htm,,No,,No,,,,,,,DOI,No,No,Yes,http://www.scielo.br/revistas/ea/isubscrp.htm,,,H1-99,Social Sciences: Social sciences (General),No,2004-04-23T21:31:00Z,2022-05-04T13:37:00Z,2373,2022-05-17T07:34:52Z
Caderno CRH,http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-4979&lng=en&nrm=iso,https://doaj.org/toc/7030e896c9e640a7a2b00055a0c92c03,2008,,0103-4979,1983-8239,"social conditions, social science, brazil, demography, sociology","English, Portuguese, Spanish",Universidade Federal da Bahia - Faculdade de Filosofia e Ciências Humanas - Centro de Recursos Humanos,Brazil,Universidade Federal da Bahia,,CC BY,,http://www.scielo.br/revistas/ccrh/iaboutj.htm,Yes,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792015000200267&lng=en&nrm=iso&tlng=pt,No,,Peer review,http://www.scielo.br/revistas/ccrh/iinstruc.htm,No,,http://www.scielo.br/revistas/ccrh/iinstruc.htm,http://www.scielo.br/revistas/ccrh/iedboard.htm,http://www.scielo.br/revistas/ccrh/iinstruc.htm,6,No,http://www.scielo.br/revistas/ccrh/iinstruc.htm,,No,,No,http://www.scielo.br/revistas/ccrh/iinstruc.htm,,,,,,DOI,,,Yes,http://www.scielo.br/revistas/ccrh/isubscrp.htm,,,H1-99,Social Sciences: Social sciences (General),No,2009-11-02T13:36:33Z,2018-08-27T21:03:26Z,781,2023-02-07T07:31:58Z
